LOC,CYCLO,LENGTH,VOLUME,DIFFICULTY,INT_FAN_IN,INT_FAN_OUT,NUM_OPERATORS,NUM_OPERANDS,BRANCH_COUNT,DEFECT_LABEL
0.660207612,0.913043478,0.939792388,0.396796765,0.040999258,0.666666667,0.555555556,0.683026585,0.895491803,0.785714286,1
0.278200692,0.304347826,0.581314879,0.044220359,0.446330305,0.888888889,0.111111111,0.711656442,0.87704918,0.642857143,0
0.947404844,0.695652174,0,0.277765499,0.068285155,1,0.444444444,0.529652352,0.307377049,0.071428571,1
0.101038062,0.260869565,0.911764706,0.816881464,0.73042696,0.666666667,0.555555556,0.165644172,0.983606557,0.714285714,1
0.810380623,0,0.930795848,0.284508929,0.609067694,0.555555556,0.444444444,0.492842536,0.614754098,0.642857143,1
0.597231834,0.52173913,0.739100346,0.818406681,0.707726697,0,0.111111111,0.899795501,0.56557377,0.928571429,0
0.337716263,0.956521739,0.120415225,0.53166339,0.37410634,0.111111111,0.666666667,0.883435583,0.280737705,0.357142857,0
0.642214533,0.782608696,0.444636678,0.880091965,0.369085805,0,0.333333333,0.349693252,0.356557377,0.357142857,0
0.380622837,1,0.367128028,0.574863983,0.043491939,0.888888889,0.777777778,0.470347648,0.012295082,0.071428571,0
0.233217993,0.782608696,0.762975779,0.029493821,0.349462553,1,0.666666667,0.423312883,0.600409836,0.071428571,0
0.602768166,0.695652174,0.815916955,0.675552422,0.931363877,1,0.666666667,0.151329243,0.477459016,0.928571429,0
0.442906574,0.52173913,0.153287197,0.044686376,0.378873432,0.888888889,0.888888889,0.550102249,0.329918033,0.071428571,0
0.326643599,0.652173913,0.811072664,0.450622483,0.833010851,0.666666667,0,0.789366053,0.096311475,0.642857143,1
0.103806228,0.304347826,0.328719723,0.929679517,0.844017029,0.111111111,1,0.231083845,0.614754098,0.785714286,0
0.995155709,0.782608696,0.011764706,0.165093893,0.372861625,0.555555556,0.555555556,0.124744376,0.073770492,0,0
0.914186851,0.739130435,0.382698962,0.389868983,0.632751546,0.333333333,0.555555556,0.738241309,0.274590164,0.285714286,0
0.181314879,0,0.510034602,0.730018373,0.093765248,0,0.555555556,0.652351738,0.631147541,0.5,0
0.098961938,0.565217391,0.621799308,0.882488982,0.102108903,0,0.555555556,0.206543967,0.858606557,0.071428571,0
0.238754325,0.782608696,0.638062284,0.671073093,0.046845063,0.444444444,1,0.875255624,0.444672131,0.857142857,1
0.431141869,0.608695652,0.486851211,0.258107351,0.581552905,0.111111111,0.666666667,0.738241309,0.709016393,1,0
0.703114187,0.739130435,0.413148789,0.674739682,0.425924695,0.333333333,1,0.427402863,0.602459016,0.285714286,1
0.60899654,0.043478261,0.483737024,0.296680045,0.548424546,0,0.555555556,0.901840491,0.06557377,0.785714286,0
0.000692042,0.913043478,0.590657439,0.718581866,0.521346353,0.333333333,0,0.519427403,0.717213115,0.5,1
0.620069204,0.695652174,0.478892734,0.954297633,0.349721744,0.555555556,0.222222222,0.038854806,0.157786885,0.642857143,1
0.9183391,0.739130435,0.901384083,0.721547495,0.6784371,1,0.111111111,0.116564417,0.479508197,0.928571429,1
0.175086505,0.217391304,0.756747405,0.863101727,0.759823315,0.333333333,0.555555556,0.226993865,0.780737705,0.285714286,1
0.312802768,0.782608696,0.449480969,0.001916353,0.012665414,0,0.777777778,0.965235174,0.555327869,0.071428571,1
0.733564014,0.130434783,0.95916955,0.717724354,0.206129866,0.666666667,0.222222222,0.63803681,0.325819672,0.142857143,1
0.818685121,0,0.429757785,0.829792973,0.714357448,0.111111111,1,0.991820041,0.354508197,1,0
0.701730104,0.304347826,0.179584775,0.040389507,0.386299711,0.888888889,0.777777778,0.940695297,0.745901639,0.357142857,0
0.005536332,0.956521739,0.624567474,0.871823091,0.663381452,0.222222222,0.777777778,0.398773006,0.62704918,0.714285714,0
0.869204152,0.260869565,0.002768166,0.256627623,0.346467106,0.777777778,0.444444444,0.764826176,0.762295082,0.714285714,0
0.776470588,0.086956522,0.339792388,0.665419507,0.390452947,0.777777778,0.777777778,0.942740286,0.946721311,0.285714286,0
0.564013841,0.391304348,0.838754325,0.800546415,0.157352028,0.222222222,0.555555556,0.719836401,0.448770492,0.714285714,0
0.143252595,0.391304348,0.57266436,0.662790671,0.257343706,0.333333333,0.444444444,0.18609407,0.014344262,0.214285714,1
0.798615917,0.782608696,0.574048443,0.092140122,0.606057283,0.111111111,0.888888889,0.104294479,0.588114754,0.214285714,1
0.278892734,0.565217391,0.943944637,0.596416176,0.433048141,0.333333333,0.666666667,0.597137014,0.905737705,0.285714286,0
0.10449827,0.043478261,0.910034602,0.549656121,0.775693879,0.888888889,0.777777778,0.014314928,0.227459016,0.071428571,0
0.036678201,0,0.760553633,0.90056027,0.854321776,0.111111111,0,0.611451943,0.973360656,0.571428571,1
0.79100346,0.956521739,0.248442907,0.404243182,0.542010413,0.222222222,0.111111111,0.198364008,0.415983607,0.071428571,0
0.433910035,0.956521739,0.370588235,0.321045064,0.75958769,0.333333333,0.777777778,0.480572597,0.825819672,0.642857143,1
0.405536332,0.739130435,0.296539792,0.75001832,0.306232099,0.444444444,0.888888889,0.793456033,0.37704918,0.071428571,0
0.998615917,0.260869565,0.455017301,0.412682784,0.414775926,0,0.333333333,0.762781186,0.694672131,0.642857143,0
1,0.304347826,0.55432526,0.646214466,0.713897233,0.666666667,1,0.139059305,0.399590164,0.928571429,0
0.071280277,0,0.016608997,0.646568549,0.385889729,1,1,0.846625767,0.540983607,0.571428571,1
0.175086505,0.956521739,0.937716263,0.888272235,0.589075815,0.666666667,0.888888889,0.08997955,0.532786885,0.928571429,0
0.865051903,0.086956522,0.891695502,0.598788185,0.184163789,0.888888889,0.333333333,0.278118609,0.504098361,0.142857143,0
0.785467128,1,0.04982699,0.502203554,0.600391937,0.333333333,1,0.476482618,0.231557377,1,0
0.352249135,0.956521739,0.315916955,0.138748776,0.863289949,0.555555556,1,0.063394683,0.243852459,0.642857143,0
0.067820069,0.304347826,0.505536332,0.115604072,0.870447344,0.111111111,1,0.588957055,0.284836066,0.428571429,1
0.105190311,0.913043478,0.791695502,0.154206351,0.725515032,0.333333333,0.888888889,0.255623722,0.129098361,0.214285714,1
0.63183391,0.608695652,0.200346021,0.17174159,0.747018527,0.111111111,0.666666667,0.134969325,0.56147541,0.857142857,0
0.606920415,0.173913043,0.94567474,0.637991481,0.558363323,1,0.111111111,0.059304703,0.637295082,0.857142857,0
0.233217993,0.086956522,0.547750865,0.741144595,0.58522203,0.444444444,0.888888889,0.231083845,0.485655738,0.357142857,0
0.56816609,0.782608696,0.166435986,0.530054685,0.132213233,0.666666667,0.333333333,0.415132924,0.614754098,0.928571429,1
0.820761246,0,0.43183391,0.829222878,0.443791443,0,0.777777778,0.057259714,0.799180328,0.214285714,1
0.661591696,0.608695652,0.232179931,0.99154541,0.450739078,1,0.666666667,0.265848671,0.016393443,0.642857143,0
0.110726644,0.304347826,0.217647059,0.820213499,0.960702273,1,0.666666667,0.967280164,0.932377049,1,1
0.553633218,0.043478261,0.936678201,0.695023829,0.430962726,0.666666667,0.777777778,0.376278119,0.75204918,0.428571429,0
0.274740484,0.086956522,0.228373702,0.532557049,0.54974062,1,0,0.515337423,0.473360656,0,1
0.899653979,1,0.98650519,0.448877707,0.533578329,0.555555556,0.444444444,0.582822086,0.395491803,0.142857143,1
0.564013841,0.565217391,0.852941176,0.084243963,0.637545656,0.555555556,0.111111111,0.801635992,0.805327869,0.857142857,1
0.979238754,1,0.341176471,0.399369888,0.749508927,0.777777778,0.111111111,0.836400818,0.020491803,0.142857143,1
0.801384083,0.565217391,0.534602076,0.910378299,0.22400803,0.777777778,0,0.787321063,0.803278689,0,0
0.842906574,0.434782609,0.224221453,0.808217807,0.529031362,0.555555556,0.444444444,0.124744376,0.834016393,0.357142857,1
0.276816609,0.652173913,0.334602076,0.215965462,0.827536789,0.222222222,0.111111111,0.00408998,0.358606557,1,0
0.442214533,0.130434783,0.912110727,0.466640851,0.463131983,0.444444444,0.333333333,0.877300613,0.358606557,0.857142857,0
0.730795848,0.826086957,0.380276817,0.816922511,0.277659535,0.111111111,0.222222222,0.137014315,0.44057377,0.714285714,0
0.475432526,0.173913043,0.884083045,0.067228061,0.655572254,0.444444444,0.222222222,0.049079755,0.018442623,0.928571429,1
0.317647059,0.913043478,0.151903114,0.387388039,0.825376984,0.888888889,0.111111111,0.36400818,0.909836066,0.571428571,0
0.660207612,0.869565217,0.31799308,0.85205722,0.061391634,1,0.555555556,0.286298569,0.237704918,0.5,0
0.324567474,0.565217391,0.265743945,0.403901154,0.778192664,0,0.111111111,0.470347648,0.331967213,0.714285714,0
0.967474048,0.956521739,0.464359862,0.077463009,0.823248163,1,0.777777778,0.611451943,0.075819672,0.428571429,0
0.723183391,0.652173913,0.631487889,0.542603486,0.461533169,0.444444444,0.777777778,0.331288344,0.104508197,0.642857143,0
0.5183391,0.739130435,0.090311419,0.861963179,0.985619623,0.555555556,0.444444444,0.63394683,0.442622951,0.5,1
0.025605536,0.260869565,0.54532872,0.590377334,0.788154309,0.666666667,1,0.961145194,0.418032787,0.357142857,1
0.158477509,0.391304348,0.928373702,0.226198061,0.775050935,0.888888889,0.666666667,0.801635992,0.993852459,0.571428571,0
0.960553633,0.260869565,0.866782007,0.384233576,0.749112929,0.555555556,0.333333333,0.263803681,0.635245902,0.142857143,1
0.388927336,0,0.344982699,0.4501486,0.149245624,0.444444444,0,0.90797546,0.733606557,1,1
0.302422145,0.956521739,0.241522491,0.579352912,0.216162553,0.666666667,0.111111111,0.501022495,0.784836066,0.642857143,0
0.903806228,0.869565217,0.812456747,0.759523092,0.464011266,0,1,0.605316973,0.110655738,0.642857143,1
0.01799308,0.782608696,0.55432526,0.098732076,0.263142527,0.444444444,1,0.349693252,0.237704918,0.571428571,1
0.155709343,0.652173913,0.429065744,0.889885969,0.415046874,0.111111111,0.333333333,0.128834356,0.790983607,0.214285714,0
0.899653979,0.782608696,0.388927336,0.012127059,0.890359341,0.333333333,0,0.061349693,0.514344262,0.428571429,0
0.551557093,0.130434783,0.899653979,0.370039554,0.82593895,0.666666667,0.777777778,0.09406953,0.581967213,1,1
0.195847751,0.739130435,0.807612457,0.027244841,0.63079414,0.444444444,0.888888889,0.263803681,0.545081967,0.857142857,0
0.607612457,0.043478261,0.411418685,0.392972329,0.859881654,0.555555556,0.333333333,0.717791411,0.592213115,0.571428571,0
0.66366782,0,0.92283737,0.525873777,0.785205395,0.111111111,1,0.950920245,0.678278689,0.071428571,0
0.312802768,0.608695652,0.347404844,0.511735855,0.428851515,0.222222222,0.222222222,0.678936605,0.364754098,0.071428571,0
0.705190311,0.173913043,0.011764706,0.165518502,0.199925446,0.666666667,0.111111111,0.222903885,0.846311475,0.571428571,1
0.564013841,0.826086957,0.256747405,0.645858632,0.514443861,0.111111111,0.444444444,0.139059305,0.729508197,0.785714286,0
0.455363322,0.434782609,0.610034602,0.044611223,0.737451979,0.555555556,0.222222222,0.116564417,0.477459016,0.857142857,0
0.377854671,0.391304348,0.121453287,0.7620801,0.436319006,0.444444444,1,0.214723926,0.698770492,0.142857143,0
0.84083045,0.043478261,0.664705882,0.946905431,0.667688347,1,0.666666667,0.611451943,0.397540984,0.571428571,0
0.741868512,0.086956522,0.024567474,0.339741667,0.092716462,0,0.555555556,0.672801636,0.62704918,0.857142857,0
0.011072664,0.956521739,0.932179931,0.517296489,0.749279825,1,0,0.521472393,0.159836066,1,0
0.826989619,0.956521739,0.475778547,0.378901704,0.814274404,0.333333333,0.777777778,0.63599182,0.272540984,0.285714286,1
0.860207612,0.47826087,0.661937716,0.006525088,0.707931188,0.111111111,0.111111111,0.347648262,0.040983607,0.357142857,0
0.108650519,0.826086957,0.377854671,0.385869235,0.969506726,0.333333333,0.444444444,0.781186094,0.973360656,0.071428571,0
0.329411765,0.173913043,0.855017301,0.791907695,0.828274382,0,0.888888889,0.965235174,0.674180328,0.5,0
0.739792388,0.173913043,0.244290657,0.596083341,0.90505355,0.111111111,0.777777778,0.329243354,0.897540984,0.714285714,0
0.966089965,0.217391304,0.623875433,0.101119506,0.935665466,0.777777778,0.111111111,0.989775051,0.456967213,0.571428571,0
0.357785467,0.347826087,0.902076125,0.84735324,0.802858596,0.555555556,0.888888889,0.582822086,0.114754098,0.071428571,0
0.067820069,0.043478261,0.994463668,0.531149026,0.675208334,0.111111111,0.444444444,0.143149284,0.18647541,0.357142857,1
0.733564014,0.869565217,0.330103806,0.84193454,0.0037164,0.555555556,1,0.519427403,0.389344262,0.357142857,0
0.193079585,0.47826087,0.886851211,0.580308531,0.465854992,1,0.555555556,0.926380368,0.206967213,0.5,1
0.949480969,0.086956522,0.856055363,0.559765708,0.571656609,0.888888889,0.222222222,0.762781186,0.807377049,0.642857143,0
0.343252595,0.826086957,0.05467128,0.105120675,0.303345168,0.666666667,0.222222222,0.110429448,0.010245902,0.785714286,1
0.208304498,0.913043478,0.759515571,0.16725071,0.317481481,0.888888889,1,0.658486708,0.258196721,0.285714286,0
0.124567474,0.47826087,0.976470588,0.972298305,0.963375604,0.444444444,0.777777778,0.809815951,0.108606557,0.571428571,1
0.419377163,1,0.6,0.228406748,0.893620431,0.666666667,1,0.00408998,0.469262295,0,0
0.776470588,0.695652174,0.548096886,0.977727744,0.850900789,0.666666667,1,0.051124744,0.737704918,0.571428571,0
0.483737024,0.391304348,0.022491349,0.531976781,0.405776956,0.222222222,0.111111111,0.63803681,0.12295082,0.642857143,0
0.68650519,1,0.839792388,0.135665034,0.011731601,0.666666667,0.111111111,0.255623722,0.487704918,0.428571429,1
0.788235294,0.565217391,0.019377163,0.099160864,0.078549006,0,0.444444444,0.832310838,0.180327869,0.214285714,0
0.131487889,0.956521739,0.117647059,0.208774755,0.311547318,0.888888889,0.555555556,0.106339468,0.471311475,0.142857143,0
0.174394464,0.695652174,0.398615917,0.925888353,0.01378499,1,0.111111111,0.402862986,0.932377049,0.928571429,1
0.678200692,0.739130435,0.959515571,0.414158382,0.01519807,0.555555556,0.444444444,0.609406953,0.473360656,0.642857143,0
0.641522491,0.782608696,0.413148789,0.395433539,0.91862277,0.444444444,0.666666667,0.382413088,0.721311475,1,1
0.819377163,0.695652174,0.974394464,0.313166489,0.707248835,0.666666667,1,0.378323108,0.678278689,0.714285714,0
0.885121107,0.565217391,0.920415225,0.14694319,0.308292633,0.444444444,1,0.621676892,0.895491803,0.928571429,1
0.931487889,0.347826087,0.425951557,0.48789435,0.131202787,1,0.777777778,0.607361963,0.764344262,0.357142857,0
0.087889273,0.304347826,0.830449827,0.129921043,0.511867213,0.444444444,0.666666667,0.415132924,0.594262295,0.785714286,0
0.011764706,0.043478261,0.516608997,0.835688451,0.003342335,1,0.777777778,0.987730061,0.702868852,0.857142857,0
0.39100346,0.52173913,0.629757785,0.370384369,0.940529507,0.666666667,0.888888889,0.918200409,0.307377049,0,1
0.393771626,0.260869565,0.039446367,0.374793043,0.414619141,1,0.444444444,0.020449898,0.87295082,0.142857143,0
0.931487889,0.347826087,0.228373702,0.474043008,0.402083876,0.666666667,0.444444444,0.732106339,0.293032787,0.071428571,0
0.474048443,0.913043478,0.506574394,0.444150105,0.390290689,0.222222222,1,0.721881391,0.262295082,0.714285714,1
0.432525952,0.913043478,0.864705882,0.995141863,0.067606992,0.222222222,0.333333333,0.967280164,0.284836066,0.857142857,0
0.907266436,0.434782609,0.646020761,0.54545159,0.639113068,1,0.888888889,0.296523517,0.846311475,0.571428571,1
0.590311419,0.565217391,0.807266436,0.088055095,0.734212476,0.222222222,0.444444444,0.171779141,0.18647541,0.142857143,1
0.665051903,0.130434783,0.351211073,0.606977011,0.677083131,0.555555556,0.111111111,0.202453988,0.229508197,0.857142857,1
0.106574394,0.52173913,0.106920415,0.151467779,0.137019271,0.555555556,1,0.210633947,0.577868852,0.071428571,1
0.338408304,0.043478261,0.071280277,0.030763846,0.579368377,0.222222222,0.777777778,0.889570552,0.905737705,0.214285714,0
0.975086505,0.956521739,0.921799308,0.971014593,0.569971387,0.222222222,0.666666667,0.09202454,0.838114754,1,0
0.542560554,0.173913043,0.862283737,0.773717695,0.870217481,0.777777778,0.777777778,0.08793456,0.288934426,0.928571429,1
0.779930796,0.434782609,0.939792388,0.980385879,0.378774116,0.777777778,0.222222222,0.566462168,0.452868852,0.071428571,0
0.979930796,0.217391304,0.2183391,0.477916866,0.371098663,0.666666667,0.333333333,0.36809816,0.471311475,0,0
0.169550173,0.739130435,0.726989619,0.532321769,0.61923049,1,0.444444444,0.380368098,0.944672131,0.357142857,1
0.829757785,0.869565217,0.226643599,0.168228397,0.633840305,0.333333333,0.555555556,0.975460123,0.06352459,1,0
0.734948097,0.391304348,0.492041522,0.246836174,0.46932974,0.333333333,0,0.231083845,0.56147541,0.642857143,1
0.524567474,0.130434783,0.667820069,0.838758886,0.442988085,0.222222222,0.333333333,0.519427403,0.344262295,0.5,1
0.371626298,0.347826087,0.88615917,0.356166282,0.494301954,0.444444444,1,0.777096115,0.282786885,0.642857143,1
0.636678201,0.217391304,0.580622837,0.827019074,0.862819473,0.222222222,0.444444444,0.775051125,0.727459016,0.642857143,1
0.2816609,0.043478261,0.081314879,0.70916189,0.461175571,0.777777778,0.666666667,0.059304703,0.407786885,0.071428571,1
0.362629758,0.695652174,0.119723183,0.177066561,0.942054258,0.666666667,0.444444444,0.537832311,0.043032787,0.928571429,1
0.572318339,0.173913043,0.924913495,0.507498823,0.504201562,0.222222222,0,0.198364008,0.930327869,0.571428571,0
0.624221453,0.217391304,0.217301038,0.67752047,0.951364082,0.888888889,0.666666667,0.63803681,0.454918033,1,0
0.024221453,0.47826087,0.532525952,0.234960326,0.834481511,0.444444444,0.777777778,0.748466258,0.75,0.857142857,1
0.473356401,0.956521739,0.692733564,0.83089445,0.362004065,0.888888889,0.666666667,0.670756646,0.549180328,0.142857143,1
0.013148789,0.869565217,0.439446367,0.544897864,0.865427057,0.666666667,0.333333333,0.233128834,0.706967213,0.5,0
0.221453287,0.391304348,0.125259516,0.165132022,0.108521795,0.666666667,0.777777778,0.562372188,0.30942623,0.785714286,0
0.353633218,0.913043478,0.819031142,0.58307275,0.927103924,0.555555556,0.444444444,0.99591002,0.678278689,0.5,0
0.276124567,0.869565217,0.098269896,1,0.632404857,0.111111111,1,0.572597137,0.170081967,1,0
0.451903114,0.217391304,0.050865052,0.150404473,0.05260346,0.888888889,0.888888889,0.560327198,0.219262295,0.142857143,1
0.671972318,0.304347826,0.382698962,0.816956254,0.645073754,0.555555556,1,0.531697342,0.05942623,0.142857143,1
0.325259516,0.043478261,0.848442907,0.207218949,0.976521628,0.777777778,0.444444444,0.674846626,0.465163934,0.785714286,0
0.806920415,0.47826087,0.157093426,0.782571335,0.068081402,0,0,0.421267894,0.487704918,1,0
0.771626298,0.52173913,0.610726644,0.734738227,0.555109283,0.444444444,0.888888889,0.783231084,0.770491803,0.357142857,0
0.952941176,0.869565217,0.276124567,0.300443575,0.749068509,0,0.444444444,0.668711656,0.739754098,0,1
0.576470588,0.260869565,0.409342561,0.325789336,0.811808532,1,0.555555556,0.429447853,0.631147541,0.214285714,0
0.502422145,0.391304348,0.34982699,0.792709209,0.413627126,0.777777778,0.333333333,0.437627812,0.793032787,0,0
0.590311419,0.52173913,0.979238754,0.461476127,0.203040546,0.777777778,0.555555556,0.838445808,0.284836066,0.928571429,0
0.034602076,0.695652174,0.867128028,0.730976547,0.040501795,0,0.777777778,0.079754601,0.31557377,0.142857143,0
0.397231834,0.869565217,0.526643599,0.147865924,0.580258278,0.888888889,0.222222222,0.979550102,0.608606557,0.571428571,0
0.839446367,0.565217391,0.963321799,0.852774105,0.45288329,0.111111111,0.444444444,0.051124744,0.702868852,0.928571429,0
0.794463668,0.043478261,0.884083045,0.71103377,0.95090577,0.888888889,0.111111111,0.053169734,0.756147541,0.928571429,0
0.103114187,0.913043478,0.165743945,0.907184955,0.058845055,0,0.111111111,0.386503067,0.198770492,0.285714286,0
0.216608997,0.434782609,0.583044983,0.132246743,0.686394005,1,0.666666667,0.167689162,0.092213115,0.785714286,0
0.393771626,0,0.747404844,0.593107587,0.023049021,0.888888889,1,0.783231084,0.993852459,0.285714286,1
0.944636678,0.782608696,0.967128028,0.599216571,0.170163647,0.333333333,1,0.885480573,0.665983607,0.714285714,1
0.210380623,0.869565217,0.553633218,0.353440082,0.453554168,0.888888889,1,0.345603272,0.860655738,0.214285714,1
0.471280277,0.130434783,0.832871972,0.458495625,0.454853322,0.666666667,0.555555556,0.842535787,0.979508197,0.142857143,1
0.579238754,0.782608696,0.117301038,0.037811109,0.686700552,0.555555556,0.333333333,0.339468303,0.133196721,0.285714286,0
0.74532872,0.869565217,0.974394464,0.746025699,0.912204289,0.444444444,0.444444444,0.382413088,0.12295082,1,0
0.693425606,0.434782609,0.695155709,0.54939482,0.639826122,0.888888889,0,0.343558282,0.219262295,0.928571429,0
0.306574394,0.304347826,0.971280277,0.05757998,0.955717624,0.111111111,0.666666667,0.588957055,0.338114754,0.714285714,1
0.423529412,0.434782609,0.863321799,0.680890641,0.883480634,0.111111111,0.777777778,0.952965235,0.071721311,0.214285714,1
0.68650519,0.130434783,0.64532872,0.466815226,0.585052993,0.888888889,0.888888889,0.466257669,0.239754098,0.5,0
0.18200692,0.695652174,0.288235294,0.034289133,0.835445799,0.222222222,0.777777778,0.952965235,0.172131148,0.214285714,0
0.744636678,0.260869565,0.415916955,0.969879628,0.643387227,0.777777778,0.444444444,0.196319018,0.778688525,0.714285714,0
0.694117647,0.304347826,0.596539792,0.949374312,0.076877242,0.888888889,0.222222222,0.748466258,0.799180328,0.785714286,1
0.002768166,0.086956522,0.584083045,0.512957464,0.741806963,0.777777778,1,0.030674847,0.948770492,0.5,0
0.779238754,0.913043478,0.106920415,0.093528409,0.093300042,0.333333333,0.888888889,0.568507157,0.102459016,0.357142857,0
0.843598616,0.043478261,0.089965398,0.754791042,0.594678287,0,0.555555556,0.27402863,0.182377049,1,0
0.534948097,0.956521739,0.498615917,0.49197619,0.703715005,0.333333333,0.444444444,0.051124744,0.588114754,0.928571429,0
0.606228374,0.608695652,0.139792388,0.302402598,0.064793905,0.888888889,0.222222222,0.717791411,0.68647541,0.785714286,1
0.685813149,1,0.757439446,0.491463024,0.229786206,0.111111111,0.555555556,0.022494888,0.606557377,0.714285714,0
0.611072664,0.913043478,0.117647059,0.522503724,0.91768759,0.222222222,0.222222222,0.145194274,0.413934426,0.285714286,1
0.95017301,0.913043478,0.462975779,0.562790397,0.617008154,1,1,0.26993865,0.75,0.214285714,0
0.03183391,0.173913043,0.083737024,0.441244727,0.245345967,0.777777778,0.555555556,0.214723926,0.483606557,0.214285714,1
0.599307958,1,0.168858131,0.605854439,0.691701764,0.555555556,0.333333333,0.447852761,0.778688525,0.785714286,1
0.568858131,0,0.003460208,0.918982456,0.59738382,0.777777778,0.111111111,0.760736196,0.31352459,0.214285714,0
0.647058824,0.130434783,0.193425606,0.36225161,0.501762779,0.666666667,0.777777778,0.924335378,0.487704918,0.714285714,0
0.453287197,0.608695652,0.01384083,0.725872559,0.978469511,0.444444444,0.333333333,0.3599182,0.274590164,0.857142857,1
0.185467128,0.826086957,0.942560554,0.894688772,0.684443866,0.888888889,0.888888889,0.574642127,0.829918033,0.857142857,0
0.255363322,0.782608696,0.204844291,0.456007295,0.375071291,0.333333333,0.666666667,0.26993865,0.737704918,0.571428571,1
0.439446367,0.086956522,0.502076125,0.443477909,0.801578409,0.555555556,0.111111111,0.042944785,0.776639344,0.214285714,1
0.781314879,0.826086957,0.631487889,0.602214394,0.88646139,0.111111111,0.333333333,0.944785276,0.75204918,0.785714286,1
0.453979239,0.434782609,0.585467128,0.591499083,0.123745991,0.111111111,0.444444444,0.54805726,0.12704918,0.571428571,0
0.082352941,0.695652174,0.04567474,0.806783839,0.19941101,0.111111111,0.222222222,0.840490798,0.24795082,0.857142857,0
0.574394464,0.52173913,0.32733564,0.476521139,0.215154244,1,0.888888889,0.327198364,0.516393443,0.642857143,0
0.748096886,0.434782609,0.024567474,0.99640744,0.692236151,0.666666667,0.444444444,0.216768916,0.973360656,0.357142857,0
0.947404844,0.043478261,0.137370242,0.059311318,0.603674607,0.111111111,0.111111111,0.568507157,0.229508197,0.642857143,1
0.512110727,0.347826087,0.493771626,0.002980864,0.619697046,0.111111111,0.222222222,0.719836401,0.036885246,0.857142857,1
0.080276817,0.043478261,0.907958478,0.640313802,0.942899481,0.888888889,0.888888889,0.478527607,0.028688525,0.428571429,0
0.546712803,0.869565217,0.044290657,0.298388126,0.777309832,0.666666667,0.666666667,0.034764826,0.293032787,0.785714286,1
0.795847751,0.347826087,0.626297578,0.240308038,0.126474349,0.222222222,0.111111111,0.492842536,0.422131148,0.642857143,0
0.979930796,0.347826087,0.692041522,0.311858687,0.347013932,0.222222222,0.888888889,0.237218814,0.034836066,0.142857143,0
0.700346021,0.304347826,0.091349481,0.255980653,0.435288524,0.666666667,0.333333333,0.582822086,0.766393443,0.5,1
0.748096886,0.695652174,0.539446367,0.03061618,0.39568237,0.444444444,0.888888889,0.574642127,0.799180328,0.142857143,1
0.438062284,0,0.68650519,0.971805857,0.670236246,1,0.111111111,0.292433538,0.336065574,0,0
0.35432526,0.434782609,0.273702422,0.220661814,0.893803473,0.555555556,1,0.417177914,0.073770492,0.857142857,1
0.55432526,0.304347826,0.79550173,0.734189806,0.305375283,0.777777778,0.333333333,0.077709611,0.366803279,0.857142857,0
0.774394464,0.391304348,0.992387543,0.762770002,0.552286301,0.888888889,0.444444444,0.850715746,0.711065574,0.642857143,0
0.789619377,0.260869565,0.453633218,0.92951014,0.790867316,0,0.111111111,0.312883436,0.211065574,0.785714286,0
0.386851211,0.086956522,0.056055363,0.030375474,0.416028275,0.222222222,1,0.357873211,0.200819672,0.285714286,1
0.337024221,0.086956522,0.032179931,0.872273916,0.166832958,0.666666667,0,0.916155419,0.180327869,0.071428571,0
0.871972318,0.739130435,0.624221453,0.52728803,0.475020493,0.555555556,0.666666667,0.490797546,0.846311475,0.642857143,0
0.620069204,0.173913043,0.996193772,0.632655966,0.053438904,0.666666667,1,0.860940695,0.610655738,0.928571429,0
0.896193772,0.47826087,0.391695502,0.644587796,0.944516744,0.777777778,0,0.787321063,0.905737705,0.357142857,1
0.838754325,0.47826087,0.824221453,0.819998573,0.073124119,0.555555556,0.777777778,0.752556237,0.676229508,0.857142857,0
0.48650519,0.782608696,0.283737024,0.333377142,0.438365117,0.222222222,0.222222222,0.27198364,0.817622951,0.642857143,0
0.401384083,0.217391304,0.0816609,0.733210769,0.530193312,0.111111111,1,0.09202454,0.157786885,0.571428571,0
0.546020761,0.043478261,0.839792388,0.528640601,0.98762662,0.666666667,0.555555556,0.100204499,0.145491803,0,0
0.595155709,0.47826087,0.875086505,0.793582245,0.164727397,0,0.666666667,0.337423313,0.862704918,0.928571429,1
0.170242215,0.782608696,0.677854671,0.990827876,0.112909316,0.222222222,1,0.214723926,0.868852459,0.857142857,0
0.760553633,0.173913043,0.362283737,0.200557802,0.006717156,0.333333333,0,0.439672802,0.356557377,0.214285714,1
0.105882353,0.47826087,0.579584775,0.994932432,0.154230871,0,0.555555556,0.296523517,0.807377049,1,0
0.689273356,0.695652174,0.874740484,0.08966631,0.206160681,0.444444444,0.666666667,0.838445808,0.192622951,0,1
0.767474048,0.695652174,0.332871972,0.002130159,0.631337592,1,0.555555556,0.867075665,0.702868852,0,0
0.4816609,0.391304348,0.185121107,0.043994416,0.218649389,0.222222222,0.333333333,0.145194274,0.206967213,0.5,0
0.905190311,0.956521739,0.55432526,0.341756201,0.018583987,0.111111111,0,0.971370143,0.819672131,0.928571429,0
0.860207612,0.695652174,0.684429066,0.633018359,0.828240521,0.222222222,0.888888889,0.672801636,0.944672131,0.928571429,1
